Variable Name,Solution Value
"prod_proc[2081,proc,clay,lce]",1914.302127
"prod_proc[2082,proc,brine,loh]",0
"prod_proc[2082,proc,brine,lce]",0
"prod_proc[2082,proc,spod,loh]",3512.626675
"prod_proc[2082,proc,spod,lce]",0
"prod_proc[2082,proc,clay,loh]",0
"prod_proc[2082,proc,clay,lce]",1937.680358
"prod_proc[2083,proc,brine,loh]",0
"prod_proc[2083,proc,brine,lce]",0
"prod_proc[2083,proc,spod,loh]",3554.851508
"prod_proc[2083,proc,spod,lce]",0
"prod_proc[2083,proc,clay,loh]",0
"prod_proc[2083,proc,clay,lce]",1960.972964
"prod_proc[2084,proc,brine,loh]",0
"prod_proc[2084,proc,brine,lce]",0
"prod_proc[2084,proc,spod,loh]",3596.96001
"prod_proc[2084,proc,spod,lce]",0
"prod_proc[2084,proc,clay,loh]",0
"prod_proc[2084,proc,clay,lce]",1984.201398
"prod_proc[2085,proc,brine,loh]",0
"prod_proc[2085,proc,brine,lce]",0
"prod_proc[2085,proc,spod,loh]",3638.989151
"prod_proc[2085,proc,spod,lce]",0
"prod_proc[2085,proc,clay,loh]",0
"prod_proc[2085,proc,clay,lce]",2007.386054
"prod_proc[2086,proc,brine,loh]",0
"prod_proc[2086,proc,brine,lce]",0
"prod_proc[2086,proc,spod,loh]",3680.974013
"prod_proc[2086,proc,spod,lce]",0
"prod_proc[2086,proc,clay,loh]",0
"prod_proc[2086,proc,clay,lce]",2030.546284
"prod_proc[2087,proc,brine,loh]",0
"prod_proc[2087,proc,brine,lce]",0
"prod_proc[2087,proc,spod,loh]",3722.947826
"prod_proc[2087,proc,spod,lce]",0
"prod_proc[2087,proc,clay,loh]",0
"prod_proc[2087,proc,clay,lce]",2053.700419
"prod_proc[2088,proc,brine,loh]",0
"prod_proc[2088,proc,brine,lce]",0
"prod_proc[2088,proc,spod,loh]",3764.942028
"prod_proc[2088,proc,spod,lce]",0
"prod_proc[2088,proc,clay,loh]",0
"prod_proc[2088,proc,clay,lce]",2076.865802
"prod_proc[2089,proc,brine,loh]",0
"prod_proc[2089,proc,brine,lce]",0
"prod_proc[2089,proc,spod,loh]",3806.986323
"prod_proc[2089,proc,spod,lce]",0
"prod_proc[2089,proc,clay,loh]",0
"prod_proc[2089,proc,clay,lce]",2100.058817
"prod_proc[2090,proc,brine,loh]",0
"prod_proc[2090,proc,brine,lce]",0
"prod_proc[2090,proc,spod,loh]",3849.108758
"prod_proc[2090,proc,spod,lce]",0
"prod_proc[2090,proc,clay,loh]",0
"prod_proc[2090,proc,clay,lce]",2123.294937
"prod_proc[2091,proc,brine,loh]",0
"prod_proc[2091,proc,brine,lce]",0
"prod_proc[2091,proc,spod,loh]",3891.335797
"prod_proc[2091,proc,spod,lce]",0
"prod_proc[2091,proc,clay,loh]",0
"prod_proc[2091,proc,clay,lce]",2146.58876
"prod_proc[2092,proc,brine,loh]",0
"prod_proc[2092,proc,brine,lce]",0
"prod_proc[2092,proc,spod,loh]",3933.692399
"prod_proc[2092,proc,spod,lce]",0
"prod_proc[2092,proc,clay,loh]",0
"prod_proc[2092,proc,clay,lce]",2169.954054
"prod_proc[2093,proc,brine,loh]",0
"prod_proc[2093,proc,brine,lce]",0
"prod_proc[2093,proc,spod,loh]",3976.202101
"prod_proc[2093,proc,spod,lce]",0
"prod_proc[2093,proc,clay,loh]",0
"prod_proc[2093,proc,clay,lce]",2193.403803
"prod_proc[2094,proc,brine,loh]",0
"prod_proc[2094,proc,brine,lce]",0
"prod_proc[2094,proc,spod,loh]",4018.887097
"prod_proc[2094,proc,spod,lce]",0
"prod_proc[2094,proc,clay,loh]",0
"prod_proc[2094,proc,clay,lce]",2216.950251
"prod_proc[2095,proc,brine,loh]",0
"prod_proc[2095,proc,brine,lce]",0
"prod_proc[2095,proc,spod,loh]",4061.768319
"prod_proc[2095,proc,spod,lce]",0
"prod_proc[2095,proc,clay,loh]",0
"prod_proc[2095,proc,clay,lce]",2240.604943
"prod_proc[2096,proc,brine,loh]",0
"prod_proc[2096,proc,brine,lce]",0
"prod_proc[2096,proc,spod,loh]",4104.865515
"prod_proc[2096,proc,spod,lce]",0
"prod_proc[2096,proc,clay,loh]",0
"prod_proc[2096,proc,clay,lce]",2264.378773
"prod_proc[2097,proc,brine,loh]",0
"prod_proc[2097,proc,brine,lce]",0
"prod_proc[2097,proc,spod,loh]",4148.197326
"prod_proc[2097,proc,spod,lce]",0
"prod_proc[2097,proc,clay,loh]",0
"prod_proc[2097,proc,clay,lce]",2288.282024
"prod_proc[2098,proc,brine,loh]",0
"prod_proc[2098,proc,brine,lce]",0
"prod_proc[2098,proc,spod,loh]",4191.781357
"prod_proc[2098,proc,spod,lce]",0
"prod_proc[2098,proc,clay,loh]",0
"prod_proc[2098,proc,clay,lce]",2312.324409
"prod_proc[2099,proc,brine,loh]",0
"prod_proc[2099,proc,brine,lce]",0
"prod_proc[2099,proc,spod,loh]",4235.634253
"prod_proc[2099,proc,spod,lce]",0
"prod_proc[2099,proc,clay,loh]",0
"prod_proc[2099,proc,clay,lce]",2336.515108
"prod_proc[2100,proc,brine,loh]",0
"prod_proc[2100,proc,brine,lce]",0
"prod_proc[2100,proc,spod,loh]",4279.771763
"prod_proc[2100,proc,spod,lce]",0
"prod_proc[2100,proc,clay,loh]",0
"prod_proc[2100,proc,clay,lce]",2360.86281
"invest_mine[2020,mine,brine]",1
"invest_mine[2020,mine,spod]",1
"invest_mine[2020,mine,clay]",1
"invest_mine[2021,mine,brine]",1
"invest_mine[2021,mine,spod]",1
"invest_mine[2021,mine,clay]",1
"invest_mine[2022,mine,brine]",1
"invest_mine[2022,mine,spod]",1
"invest_mine[2022,mine,clay]",1
"invest_mine[2023,mine,brine]",1
"invest_mine[2023,mine,spod]",1
"invest_mine[2023,mine,clay]",1
"invest_mine[2024,mine,brine]",1
"invest_mine[2024,mine,spod]",1
"invest_mine[2024,mine,clay]",1
"invest_mine[2025,mine,brine]",1
"invest_mine[2025,mine,spod]",1
"invest_mine[2025,mine,clay]",1
"invest_mine[2026,mine,brine]",1
"invest_mine[2026,mine,spod]",1
"invest_mine[2026,mine,clay]",1
"invest_mine[2027,mine,brine]",1
"invest_mine[2027,mine,spod]",1
"invest_mine[2027,mine,clay]",1
"invest_mine[2028,mine,brine]",1
"invest_mine[2028,mine,spod]",1
"invest_mine[2028,mine,clay]",1
"invest_mine[2029,mine,brine]",1
"invest_mine[2029,mine,spod]",1
"invest_mine[2029,mine,clay]",1
"invest_mine[2030,mine,brine]",1
"invest_mine[2030,mine,spod]",1
"invest_mine[2030,mine,clay]",1
"invest_mine[2031,mine,brine]",1
"invest_mine[2031,mine,spod]",1
"invest_mine[2031,mine,clay]",1
"invest_mine[2032,mine,brine]",1
"invest_mine[2032,mine,spod]",1
"invest_mine[2032,mine,clay]",1
"invest_mine[2033,mine,brine]",1
"invest_mine[2033,mine,spod]",1
"invest_mine[2033,mine,clay]",1
"invest_mine[2034,mine,brine]",1
"invest_mine[2034,mine,spod]",1
"invest_mine[2034,mine,clay]",1
"invest_mine[2035,mine,brine]",1
"invest_mine[2035,mine,spod]",1
"invest_mine[2035,mine,clay]",1
"invest_mine[2036,mine,brine]",1
"invest_mine[2036,mine,spod]",1
"invest_mine[2036,mine,clay]",1
"invest_mine[2037,mine,brine]",1
"invest_mine[2037,mine,spod]",1
"invest_mine[2037,mine,clay]",1
"invest_mine[2038,mine,brine]",1
"invest_mine[2038,mine,spod]",1
"invest_mine[2038,mine,clay]",1
"invest_mine[2039,mine,brine]",1
"invest_mine[2039,mine,spod]",1
"invest_mine[2039,mine,clay]",1
"invest_mine[2040,mine,brine]",1
"invest_mine[2040,mine,spod]",1
"invest_mine[2040,mine,clay]",1
"invest_mine[2041,mine,brine]",1
"invest_mine[2041,mine,spod]",1
"invest_mine[2041,mine,clay]",1
"invest_mine[2042,mine,brine]",1
"invest_mine[2042,mine,spod]",1
"invest_mine[2042,mine,clay]",1
"invest_mine[2043,mine,brine]",1
"invest_mine[2043,mine,spod]",1
"invest_mine[2043,mine,clay]",1
"invest_mine[2044,mine,brine]",1
"invest_mine[2044,mine,spod]",1
"invest_mine[2044,mine,clay]",1
"invest_mine[2045,mine,brine]",1
"invest_mine[2045,mine,spod]",1
"invest_mine[2045,mine,clay]",1
"invest_mine[2046,mine,brine]",1
"invest_mine[2046,mine,spod]",1
"invest_mine[2046,mine,clay]",1
"invest_mine[2047,mine,brine]",1
"invest_mine[2047,mine,spod]",1
"invest_mine[2047,mine,clay]",1
"invest_mine[2048,mine,brine]",1
"invest_mine[2048,mine,spod]",1
"invest_mine[2048,mine,clay]",1
"invest_mine[2049,mine,brine]",1
"invest_mine[2049,mine,spod]",1
"invest_mine[2049,mine,clay]",1
"invest_mine[2050,mine,brine]",1
"invest_mine[2050,mine,spod]",1
"invest_mine[2050,mine,clay]",1
"invest_mine[2051,mine,brine]",1
"invest_mine[2051,mine,spod]",1
"invest_mine[2051,mine,clay]",1
"invest_mine[2052,mine,brine]",1
"invest_mine[2052,mine,spod]",1
"invest_mine[2052,mine,clay]",1
"invest_mine[2053,mine,brine]",1
"invest_mine[2053,mine,spod]",1
"invest_mine[2053,mine,clay]",1
"invest_mine[2054,mine,brine]",1
"invest_mine[2054,mine,spod]",1
"invest_mine[2054,mine,clay]",1
"invest_mine[2055,mine,brine]",1
"invest_mine[2055,mine,spod]",1
"invest_mine[2055,mine,clay]",1
"invest_mine[2056,mine,brine]",1
"invest_mine[2056,mine,spod]",1
"invest_mine[2056,mine,clay]",1
"invest_mine[2057,mine,brine]",1
"invest_mine[2057,mine,spod]",1
"invest_mine[2057,mine,clay]",1
"invest_mine[2058,mine,brine]",1
"invest_mine[2058,mine,spod]",1
"invest_mine[2058,mine,clay]",1
"invest_mine[2059,mine,brine]",1
"invest_mine[2059,mine,spod]",1
"invest_mine[2059,mine,clay]",1
"invest_mine[2060,mine,brine]",1
"invest_mine[2060,mine,spod]",1
"invest_mine[2060,mine,clay]",1
"invest_mine[2061,mine,brine]",1
"invest_mine[2061,mine,spod]",1
"invest_mine[2061,mine,clay]",1
"invest_mine[2062,mine,brine]",1
"invest_mine[2062,mine,spod]",1
"invest_mine[2062,mine,clay]",1
"invest_mine[2063,mine,brine]",1
"invest_mine[2063,mine,spod]",1
"invest_mine[2063,mine,clay]",1
"invest_mine[2064,mine,brine]",1
"invest_mine[2064,mine,spod]",1
"invest_mine[2064,mine,clay]",1
"invest_mine[2065,mine,brine]",1
"invest_mine[2065,mine,spod]",1
"invest_mine[2065,mine,clay]",1
"invest_mine[2066,mine,brine]",1
"invest_mine[2066,mine,spod]",1
"invest_mine[2066,mine,clay]",1
"invest_mine[2067,mine,brine]",1
"invest_mine[2067,mine,spod]",1
"invest_mine[2067,mine,clay]",1
"invest_mine[2068,mine,brine]",1
"invest_mine[2068,mine,spod]",1
"invest_mine[2068,mine,clay]",1
"invest_mine[2069,mine,brine]",1
"invest_mine[2069,mine,spod]",1
"invest_mine[2069,mine,clay]",1
"invest_mine[2070,mine,brine]",1
"invest_mine[2070,mine,spod]",1
"invest_mine[2070,mine,clay]",1
"invest_mine[2071,mine,brine]",1
"invest_mine[2071,mine,spod]",1
"invest_mine[2071,mine,clay]",1
"invest_mine[2072,mine,brine]",1
"invest_mine[2072,mine,spod]",1
"invest_mine[2072,mine,clay]",1
"invest_mine[2073,mine,brine]",1
"invest_mine[2073,mine,spod]",1
"invest_mine[2073,mine,clay]",1
"invest_mine[2074,mine,brine]",1
"invest_mine[2074,mine,spod]",1
"invest_mine[2074,mine,clay]",1
"invest_mine[2075,mine,brine]",1
"invest_mine[2075,mine,spod]",1
"invest_mine[2075,mine,clay]",1
"invest_mine[2076,mine,brine]",1
"invest_mine[2076,mine,spod]",1
"invest_mine[2076,mine,clay]",1
"invest_mine[2077,mine,brine]",1
"invest_mine[2077,mine,spod]",1
"invest_mine[2077,mine,clay]",1
"invest_mine[2078,mine,brine]",1
"invest_mine[2078,mine,spod]",1
"invest_mine[2078,mine,clay]",1
"invest_mine[2079,mine,brine]",1
"invest_mine[2079,mine,spod]",1
"invest_mine[2079,mine,clay]",1
"invest_mine[2080,mine,brine]",1
"invest_mine[2080,mine,spod]",1
"invest_mine[2080,mine,clay]",1
"invest_mine[2081,mine,brine]",1
"invest_mine[2081,mine,spod]",1
"invest_mine[2081,mine,clay]",1
"invest_mine[2082,mine,brine]",1
"invest_mine[2082,mine,spod]",1
"invest_mine[2082,mine,clay]",1
"invest_mine[2083,mine,brine]",1
"invest_mine[2083,mine,spod]",1
"invest_mine[2083,mine,clay]",1
"invest_mine[2084,mine,brine]",1
"invest_mine[2084,mine,spod]",1
"invest_mine[2084,mine,clay]",1
"invest_mine[2085,mine,brine]",1
"invest_mine[2085,mine,spod]",1
"invest_mine[2085,mine,clay]",1
"invest_mine[2086,mine,brine]",1
"invest_mine[2086,mine,spod]",1
"invest_mine[2086,mine,clay]",1
"invest_mine[2087,mine,brine]",1
"invest_mine[2087,mine,spod]",1
"invest_mine[2087,mine,clay]",1
"invest_mine[2088,mine,brine]",1
"invest_mine[2088,mine,spod]",1
"invest_mine[2088,mine,clay]",1
"invest_mine[2089,mine,brine]",1
"invest_mine[2089,mine,spod]",1
"invest_mine[2089,mine,clay]",1
"invest_mine[2090,mine,brine]",1
"invest_mine[2090,mine,spod]",1
"invest_mine[2090,mine,clay]",1
"invest_mine[2091,mine,brine]",1
"invest_mine[2091,mine,spod]",1
"invest_mine[2091,mine,clay]",1
"invest_mine[2092,mine,brine]",1
"invest_mine[2092,mine,spod]",1
"invest_mine[2092,mine,clay]",1
"invest_mine[2093,mine,brine]",1
"invest_mine[2093,mine,spod]",1
"invest_mine[2093,mine,clay]",1
"invest_mine[2094,mine,brine]",1
"invest_mine[2094,mine,spod]",1
"invest_mine[2094,mine,clay]",1
"invest_mine[2095,mine,brine]",1
"invest_mine[2095,mine,spod]",1
"invest_mine[2095,mine,clay]",1
"invest_mine[2096,mine,brine]",1
"invest_mine[2096,mine,spod]",1
"invest_mine[2096,mine,clay]",1
"invest_mine[2097,mine,brine]",1
"invest_mine[2097,mine,spod]",1
"invest_mine[2097,mine,clay]",1
"invest_mine[2098,mine,brine]",1
"invest_mine[2098,mine,spod]",1
"invest_mine[2098,mine,clay]",1
"invest_mine[2099,mine,brine]",1
"invest_mine[2099,mine,spod]",1
"invest_mine[2099,mine,clay]",1
"invest_mine[2100,mine,brine]",1
"invest_mine[2100,mine,spod]",1
"invest_mine[2100,mine,clay]",1
"capacity_mine[2020,mine,brine]",82.5
"capacity_mine[2020,mine,spod]",82.5
"capacity_mine[2020,mine,clay]",82.5
"capacity_mine[2021,mine,brine]",107
"capacity_mine[2021,mine,spod]",107
"capacity_mine[2021,mine,clay]",107
"capacity_mine[2022,mine,brine]",146
"capacity_mine[2022,mine,spod]",146
"capacity_mine[2022,mine,clay]",146
"capacity_mine[2023,mine,brine]",180
"capacity_mine[2023,mine,spod]",180
"capacity_mine[2023,mine,clay]",180
"capacity_mine[2024,mine,brine]",198
"capacity_mine[2024,mine,spod]",198
"capacity_mine[2024,mine,clay]",198
"capacity_mine[2025,mine,brine]",217.8
"capacity_mine[2025,mine,spod]",217.8
"capacity_mine[2025,mine,clay]",217.8
"capacity_mine[2026,mine,brine]",239.58
"capacity_mine[2026,mine,spod]",239.58
"capacity_mine[2026,mine,clay]",239.58
"capacity_mine[2027,mine,brine]",263.538
"capacity_mine[2027,mine,spod]",263.538
"capacity_mine[2027,mine,clay]",263.538
"capacity_mine[2028,mine,brine]",289.8918
"capacity_mine[2028,mine,spod]",289.8918
"capacity_mine[2028,mine,clay]",289.8918
"capacity_mine[2029,mine,brine]",318.88098
"capacity_mine[2029,mine,spod]",318.88098
"capacity_mine[2029,mine,clay]",318.88098
"capacity_mine[2030,mine,brine]",259.5588974
"capacity_mine[2030,mine,spod]",259.5588974
"capacity_mine[2030,mine,clay]",259.5588974
"capacity_mine[2031,mine,brine]",280.0979944
"capacity_mine[2031,mine,spod]",280.0979944
"capacity_mine[2031,mine,clay]",280.0979944
"capacity_mine[2032,mine,brine]",301.9592531
"capacity_mine[2032,mine,spod]",301.9592531
"capacity_mine[2032,mine,clay]",301.9592531
"capacity_mine[2033,mine,brine]",325.1662125
"capacity_mine[2033,mine,spod]",325.1662125
"capacity_mine[2033,mine,clay]",325.1662125
"capacity_mine[2034,mine,brine]",349.7333269
"capacity_mine[2034,mine,spod]",349.7333269
"capacity_mine[2034,mine,clay]",349.7333269
"capacity_mine[2035,mine,brine]",375.664907
"capacity_mine[2035,mine,spod]",375.664907
"capacity_mine[2035,mine,clay]",375.664907
"capacity_mine[2036,mine,brine]",402.954181
"capacity_mine[2036,mine,spod]",402.954181
"capacity_mine[2036,mine,clay]",402.954181
"capacity_mine[2037,mine,brine]",431.5825216
"capacity_mine[2037,mine,spod]",431.5825216
"capacity_mine[2037,mine,clay]",431.5825216
"capacity_mine[2038,mine,brine]",461.5188861
"capacity_mine[2038,mine,spod]",461.5188861
"capacity_mine[2038,mine,clay]",461.5188861
"capacity_mine[2039,mine,brine]",492.719512
"capacity_mine[2039,mine,spod]",492.719512
"capacity_mine[2039,mine,clay]",492.719512
"capacity_mine[2040,mine,brine]",516.2645008
"capacity_mine[2040,mine,spod]",516.2645008
"capacity_mine[2040,mine,clay]",516.2645008
"capacity_mine[2041,mine,brine]",549.2141957
"capacity_mine[2041,mine,spod]",549.2141957
"capacity_mine[2041,mine,clay]",549.2141957
"capacity_mine[2042,mine,brine]",583.203144
"capacity_mine[2042,mine,spod]",583.203144
"capacity_mine[2042,mine,clay]",583.203144
"capacity_mine[2043,mine,brine]",618.1415668
"capacity_mine[2043,mine,spod]",618.1415668
"capacity_mine[2043,mine,clay]",618.1415668
"capacity_mine[2044,mine,brine]",653.9303534
"capacity_mine[2044,mine,spod]",653.9303534
"capacity_mine[2044,mine,clay]",653.9303534
"capacity_mine[2045,mine,brine]",690.462616
"capacity_mine[2045,mine,spod]",690.462616
"capacity_mine[2045,mine,clay]",690.462616
"capacity_mine[2046,mine,brine]",727.6254793
"capacity_mine[2046,mine,spod]",727.6254793
"capacity_mine[2046,mine,clay]",727.6254793
"capacity_mine[2047,mine,brine]",765.3020467
"capacity_mine[2047,mine,spod]",765.3020467
"capacity_mine[2047,mine,clay]",765.3020467
"capacity_mine[2048,mine,brine]",803.3734723
"capacity_mine[2048,mine,spod]",803.3734723
"capacity_mine[2048,mine,clay]",803.3734723
"capacity_mine[2049,mine,brine]",841.7210637
"capacity_mine[2049,mine,spod]",841.7210637
"capacity_mine[2049,mine,clay]",841.7210637
"capacity_mine[2050,mine,brine]",880.2283403
"capacity_mine[2050,mine,spod]",880.2283403
"capacity_mine[2050,mine,clay]",880.2283403
"capacity_mine[2051,mine,brine]",918.7829751
"capacity_mine[2051,mine,spod]",918.7829751
"capacity_mine[2051,mine,clay]",918.7829751
"capacity_mine[2052,mine,brine]",957.2785553
"capacity_mine[2052,mine,spod]",957.2785553
"capacity_mine[2052,mine,clay]",957.2785553
"capacity_mine[2053,mine,brine]",995.6161099
"capacity_mine[2053,mine,spod]",995.6161099
"capacity_mine[2053,mine,clay]",995.6161099
"capacity_mine[2054,mine,brine]",1033.705366
"capacity_mine[2054,mine,spod]",1033.705366
"capacity_mine[2054,mine,clay]",1033.705366
"capacity_mine[2055,mine,brine]",1071.465711
"capacity_mine[2055,mine,spod]",1071.465711
"capacity_mine[2055,mine,clay]",1071.465711
"capacity_mine[2056,mine,brine]",1108.826854
"capacity_mine[2056,mine,spod]",1108.826854
"capacity_mine[2056,mine,clay]",1108.826854
"capacity_mine[2057,mine,brine]",1145.729187
"capacity_mine[2057,mine,spod]",1145.729187
"capacity_mine[2057,mine,clay]",1145.729187
"capacity_mine[2058,mine,brine]",1182.123875
"capacity_mine[2058,mine,spod]",1182.123875
"capacity_mine[2058,mine,clay]",1182.123875
"capacity_mine[2059,mine,brine]",1217.97269
"capacity_mine[2059,mine,spod]",1217.97269
"capacity_mine[2059,mine,clay]",1217.97269
"capacity_mine[2060,mine,brine]",1271.035411
"capacity_mine[2060,mine,spod]",1271.035411
"capacity_mine[2060,mine,clay]",1271.035411
"capacity_mine[2061,mine,brine]",1300.618453
"capacity_mine[2061,mine,spod]",1300.618453
"capacity_mine[2061,mine,clay]",1300.618453
"capacity_mine[2062,mine,brine]",1329.817827
"capacity_mine[2062,mine,spod]",1329.817827
"capacity_mine[2062,mine,clay]",1329.817827
"capacity_mine[2063,mine,brine]",1358.632172
"capacity_mine[2063,mine,spod]",1358.632172
"capacity_mine[2063,mine,clay]",1358.632172
"capacity_mine[2064,mine,brine]",1387.065741
"capacity_mine[2064,mine,spod]",1387.065741
"capacity_mine[2064,mine,clay]",1387.065741
"capacity_mine[2065,mine,brine]",1415.127748
"capacity_mine[2065,mine,spod]",1415.127748
"capacity_mine[2065,mine,clay]",1415.127748
"capacity_mine[2066,mine,brine]",1442.83171
"capacity_mine[2066,mine,spod]",1442.83171
"capacity_mine[2066,mine,clay]",1442.83171
"capacity_mine[2067,mine,brine]",1470.194809
"capacity_mine[2067,mine,spod]",1470.194809
"capacity_mine[2067,mine,clay]",1470.194809
"capacity_mine[2068,mine,brine]",1497.23728
"capacity_mine[2068,mine,spod]",1497.23728
"capacity_mine[2068,mine,clay]",1497.23728
"capacity_mine[2069,mine,brine]",1523.981838
"capacity_mine[2069,mine,spod]",1523.981838
"capacity_mine[2069,mine,clay]",1523.981838
"capacity_mine[2070,mine,brine]",1550.453153
"capacity_mine[2070,mine,spod]",1550.453153
"capacity_mine[2070,mine,clay]",1550.453153
"capacity_mine[2071,mine,brine]",1576.677373
"capacity_mine[2071,mine,spod]",1576.677373
"capacity_mine[2071,mine,clay]",1576.677373
"capacity_mine[2072,mine,brine]",1602.681704
"capacity_mine[2072,mine,spod]",1602.681704
"capacity_mine[2072,mine,clay]",1602.681704
"capacity_mine[2073,mine,brine]",1628.494039
"capacity_mine[2073,mine,spod]",1628.494039
"capacity_mine[2073,mine,clay]",1628.494039
"capacity_mine[2074,mine,brine]",1654.142638
"capacity_mine[2074,mine,spod]",1654.142638
"capacity_mine[2074,mine,clay]",1654.142638
"capacity_mine[2075,mine,brine]",1679.655857
"capacity_mine[2075,mine,spod]",1679.655857
"capacity_mine[2075,mine,clay]",1679.655857
"capacity_mine[2076,mine,brine]",1705.061925
"capacity_mine[2076,mine,spod]",1705.061925
"capacity_mine[2076,mine,clay]",1705.061925
"capacity_mine[2077,mine,brine]",1730.388756
"capacity_mine[2077,mine,spod]",1730.388756
"capacity_mine[2077,mine,clay]",1730.388756
"capacity_mine[2078,mine,brine]",1755.663803
"capacity_mine[2078,mine,spod]",1755.663803
"capacity_mine[2078,mine,clay]",1755.663803
"capacity_mine[2079,mine,brine]",1780.913944
"capacity_mine[2079,mine,spod]",1780.913944
"capacity_mine[2079,mine,clay]",1780.913944
"capacity_mine[2080,mine,brine]",1806.165393
"capacity_mine[2080,mine,spod]",1806.165393
"capacity_mine[2080,mine,clay]",1806.165393
"capacity_mine[2081,mine,brine]",1831.443642
"capacity_mine[2081,mine,spod]",1831.443642
"capacity_mine[2081,mine,clay]",1831.443642
"capacity_mine[2082,mine,brine]",1856.773422
"capacity_mine[2082,mine,spod]",1856.773422
"capacity_mine[2082,mine,clay]",1856.773422
"capacity_mine[2083,mine,brine]",1882.178676
"capacity_mine[2083,mine,spod]",1882.178676
"capacity_mine[2083,mine,clay]",1882.178676
"capacity_mine[2084,mine,brine]",1907.682561
"capacity_mine[2084,mine,spod]",1907.682561
"capacity_mine[2084,mine,clay]",1907.682561
"capacity_mine[2085,mine,brine]",1933.307446
"capacity_mine[2085,mine,spod]",1933.307446
"capacity_mine[2085,mine,clay]",1933.307446
"capacity_mine[2086,mine,brine]",1959.074933
"capacity_mine[2086,mine,spod]",1959.074933
"capacity_mine[2086,mine,clay]",1959.074933
"capacity_mine[2087,mine,brine]",1985.005882
"capacity_mine[2087,mine,spod]",1985.005882
"capacity_mine[2087,mine,clay]",1985.005882
"capacity_mine[2088,mine,brine]",2011.120434
"capacity_mine[2088,mine,spod]",2011.120434
"capacity_mine[2088,mine,clay]",2011.120434
"capacity_mine[2089,mine,brine]",2037.438058
"capacity_mine[2089,mine,spod]",2037.438058
"capacity_mine[2089,mine,clay]",2037.438058
"capacity_mine[2090,mine,brine]",2063.977578
"capacity_mine[2090,mine,spod]",2063.977578
"capacity_mine[2090,mine,clay]",2063.977578
"capacity_mine[2091,mine,brine]",2090.757224
"capacity_mine[2091,mine,spod]",2090.757224
"capacity_mine[2091,mine,clay]",2090.757224
"capacity_mine[2092,mine,brine]",2117.794668
"capacity_mine[2092,mine,spod]",2117.794668
"capacity_mine[2092,mine,clay]",2117.794668
"capacity_mine[2093,mine,brine]",2145.10707
"capacity_mine[2093,mine,spod]",2145.10707
"capacity_mine[2093,mine,clay]",2145.10707
"capacity_mine[2094,mine,brine]",2172.711123
"capacity_mine[2094,mine,spod]",2172.711123
"capacity_mine[2094,mine,clay]",2172.711123
"capacity_mine[2095,mine,brine]",2200.623096
"capacity_mine[2095,mine,spod]",2200.623096
"capacity_mine[2095,mine,clay]",2200.623096
"capacity_mine[2096,mine,brine]",2228.858877
"capacity_mine[2096,mine,spod]",2228.858877
"capacity_mine[2096,mine,clay]",2228.858877
"capacity_mine[2097,mine,brine]",2257.434015
"capacity_mine[2097,mine,spod]",2257.434015
"capacity_mine[2097,mine,clay]",2257.434015
"capacity_mine[2098,mine,brine]",2286.363759
"capacity_mine[2098,mine,spod]",2286.363759
"capacity_mine[2098,mine,clay]",2286.363759
"capacity_mine[2099,mine,brine]",2315.663102
"capacity_mine[2099,mine,spod]",2315.663102
"capacity_mine[2099,mine,clay]",2315.663102
"capacity_mine[2100,mine,brine]",2345.34682
"capacity_mine[2100,mine,spod]",2345.34682
"capacity_mine[2100,mine,clay]",2345.34682
"invest_proc[2020,proc,brine,loh]",0
"invest_proc[2020,proc,brine,lce]",0
"invest_proc[2020,proc,spod,loh]",0
"invest_proc[2020,proc,spod,lce]",0
"invest_proc[2020,proc,clay,loh]",1
"invest_proc[2020,proc,clay,lce]",1
"invest_proc[2021,proc,brine,loh]",0
"invest_proc[2021,proc,brine,lce]",0
"invest_proc[2021,proc,spod,loh]",0
"invest_proc[2021,proc,spod,lce]",0
"invest_proc[2021,proc,clay,loh]",1
"invest_proc[2021,proc,clay,lce]",1
"invest_proc[2022,proc,brine,loh]",0
"invest_proc[2022,proc,brine,lce]",0
"invest_proc[2022,proc,spod,loh]",0
"invest_proc[2022,proc,spod,lce]",0
"invest_proc[2022,proc,clay,loh]",1
"invest_proc[2022,proc,clay,lce]",1
"invest_proc[2023,proc,brine,loh]",0
"invest_proc[2023,proc,brine,lce]",0
"invest_proc[2023,proc,spod,loh]",0
"invest_proc[2023,proc,spod,lce]",1
"invest_proc[2023,proc,clay,loh]",1
"invest_proc[2023,proc,clay,lce]",0
"invest_proc[2024,proc,brine,loh]",0
"invest_proc[2024,proc,brine,lce]",0
"invest_proc[2024,proc,spod,loh]",0
"invest_proc[2024,proc,spod,lce]",0
"invest_proc[2024,proc,clay,loh]",1
"invest_proc[2024,proc,clay,lce]",1
"invest_proc[2025,proc,brine,loh]",0
"invest_proc[2025,proc,brine,lce]",0
"invest_proc[2025,proc,spod,loh]",0
"invest_proc[2025,proc,spod,lce]",0
"invest_proc[2025,proc,clay,loh]",1
"invest_proc[2025,proc,clay,lce]",1
"invest_proc[2026,proc,brine,loh]",0
"invest_proc[2026,proc,brine,lce]",0
"invest_proc[2026,proc,spod,loh]",0
"invest_proc[2026,proc,spod,lce]",0
"invest_proc[2026,proc,clay,loh]",1
"invest_proc[2026,proc,clay,lce]",1
"invest_proc[2027,proc,brine,loh]",0
